Class,BaseType,DropLevel,Rarity,Height,Width,Itemlevel,Sockets,LinkedSockets,SocketGroup,Quality,Corrupted,Identified,SubGroup A,SubGroup B,SubGroup Tier,Game:Strength,Game:Dexterity,Game:Intelligence,Game:Damage From,Game:Damage To,Game:APS,Game:DPS,Game:Crit from,Game:Crit to,Game:Implicit 1,Game:Implicit 2,Game:Armour,Game:Evasion,Game:Energy Shield,Game:Block
Body Armours,Full Leather,28,NMR,3,2,,6,,,0,,,,,,,81,,,,,,,,3% reduced Movement Speed (Hidden),,,203,,
Body Armours,Sun Leather,32,NMR,3,2,,6,,,0,,,,,,,91,,,,,,,,3% reduced Movement Speed (Hidden),,,231,,
Body Armours,Thief's Garb,35,NMR,3,2,,6,,,0,,,,,,,99,,,,,,,,3% reduced Movement Speed (Hidden),,,252,,
Body Armours,Eelskin Tunic,37,NMR,3,2,,6,,,0,,,,,,,104,,,,,,,,3% reduced Movement Speed (Hidden),,,266,,
Body Armours,Frontier Leather,41,NMR,3,2,,6,,,0,,,,,,,114,,,,,,,,3% reduced Movement Speed (Hidden),,,294,,
Body Armours,Glorious Leather,45,NMR,3,2,,6,,,0,,,,,,,124,,,,,,,,3% reduced Movement Speed (Hidden),,,322,,
Body Armours,Coronal Leather,49,NMRU,3,2,,6,,,0,,,,,,,134,,,,,,,,3% reduced Movement Speed (Hidden),,,350,,
Body Armours,Cutthroat's Garb,53,NMRU,3,2,,6,,,0,,,,,,,144,,,,,,,,3% reduced Movement Speed (Hidden),,,378,,
Body Armours,Sharkskin Tunic,56,NMRU,3,2,,6,,,0,,,,,,,152,,,,,,,,3% reduced Movement Speed (Hidden),,,399,,
Body Armours,Destiny Leather,59,NMRU,3,2,,6,,,0,,,,,,,160,,,,,,,,3% reduced Movement Speed (Hidden),,,428,,
Body Armours,Exquisite Leather,62,NMRU,3,2,,6,,,0,,,,,,,170,,,,,,,,3% reduced Movement Speed (Hidden),,,502,,
Body Armours,Zodiac Leather,65,NMRU,3,2,,6,,,0,,,,,,,197,,,,,,,,3% reduced Movement Speed (Hidden),,,609,,
Body Armours,Assassin's Garb,68,NMRU,3,2,,6,,,0,,,,,,,183,,,,,,,,3% increased Movement Speed,,,525,,
Body Armours,Simple Robe,3,NMRU,3,2,,6,,,0,,,,,,,,17,,,,,,,3% reduced Movement Speed (Hidden),,,,11,
Body Armours,Silken Vest,11,NMR,3,2,,6,,,0,,,,,,,,37,,,,,,,3% reduced Movement Speed (Hidden),,,,27,
Body Armours,Scholar's Robe,18,NMRU,3,2,,6,,,0,,,,,,,,55,,,,,,,3% reduced Movement Speed (Hidden),,,,41,
Body Armours,Silken Garb,25,NMR,3,2,,6,,,0,,,,,,,,73,,,,,,,3% reduced Movement Speed (Hidden),,,,55,
Body Armours,Mage's Vestment,28,NMR,3,2,,6,,,0,,,,,,,,81,,,,,,,3% reduced Movement Speed (Hidden),,,,61,
Body Armours,Silk Robe,32,NMR,3,2,,6,,,0,,,,,,,,91,,,,,,,3% reduced Movement Speed (Hidden),,,,69,
Body Armours,Cabalist Regalia,35,NMR,3,2,,6,,,0,,,,,,,,99,,,,,,,3% reduced Movement Speed (Hidden),,,,75,
Body Armours,Sage's Robe,37,NMRU,3,2,,6,,,0,,,,,,,,104,,,,,,,3% reduced Movement Speed (Hidden),,,,79,
Body Armours,Silken Wrap,41,NMR,3,2,,6,,,0,,,,,,,,114,,,,,,,3% reduced Movement Speed (Hidden),,,,87,
Body Armours,Conjurer's Vestment,45,NMR,3,2,,6,,,0,,,,,,,,124,,,,,,,3% reduced Movement Speed (Hidden),,,,95,
Body Armours,Spidersilk Robe,49,NMRU,3,2,,6,,,0,,,,,,,,134,,,,,,,3% reduced Movement Speed (Hidden),,,,103,
Body Armours,Destroyer Regalia,53,NMRU,3,2,,6,,,0,,,,,,,,144,,,,,,,3% reduced Movement Speed (Hidden),,,,111,
Body Armours,Savant's Robe,56,NMRU,3,2,,6,,,0,,,,,,,,152,,,,,,,3% reduced Movement Speed (Hidden),,,,117,
Body Armours,Necromancer Silks,59,NMRU,3,2,,6,,,0,,,,,,,,160,,,,,,,3% reduced Movement Speed (Hidden),,,,125,
Body Armours,Occultist's Vestment,62,NMRU,3,2,,6,,,0,,,,,,,,180,,,,,,,3% reduced Movement Speed (Hidden),(3-10)% increased Spell Damage,,,140,
Body Armours,Widowsilk Robe,65,NMRU,3,2,,6,,,0,,,,,,,,187,,,,,,,3% reduced Movement Speed (Hidden),,,,161,
Body Armours,Vaal Regalia,68,NMRU,3,2,,6,,,0,,,,,,,,194,,,,,,,3% reduced Movement Speed (Hidden),,,,175,
Body Armours,Scale Vest,4,NMR,3,2,,6,,,0,,,,,,10,10,,,,,,,,3% reduced Movement Speed (Hidden),,19,19,,
Body Armours,Light Brigandine,8,NMR,3,2,,6,,,0,,,,,,16,16,,,,,,,,3% reduced Movement Speed (Hidden),,35,35,,
Body Armours,Scale Doublet,17,NMR,3,2,,6,,,0,,,,,,28,28,,,,,,,,3% reduced Movement Speed (Hidden),,69,69,,
Body Armours,Infantry Brigandine,21,NMR,3,2,,6,,,0,,,,,,34,34,,,,,,,,3% reduced Movement Speed (Hidden),,85,85,,
Body Armours,Full Scale Armour,28,NMRU,3,2,,6,,,0,,,,,,43,43,,,,,,,,3% reduced Movement Speed (Hidden),,112,112,,
Body Armours,Soldier's Brigandine,32,NMR,3,2,,6,,,0,,,,,,48,48,,,,,,,,3% reduced Movement Speed (Hidden),,127,127,,
Body Armours,Field Lamellar,35,NMR,3,2,,6,,,0,,,,,,53,53,,,,,,,,3% reduced Movement Speed (Hidden),,138,138,,
Body Armours,Wyrmscale Doublet,38,NMRU,3,2,,6,,,0,,,,,,57,57,,,,,,,,3% reduced Movement Speed (Hidden),,150,150,,
Body Armours,Hussar Brigandine,42,NMR,3,2,,6,,,0,,,,,,62,62,,,,,,,,3% reduced Movement Speed (Hidden),,165,165,,
Body Armours,Full Wyrmscale,46,NMRU,3,2,,6,,,0,,,,,,68,68,,,,,,,,3% reduced Movement Speed (Hidden),,181,181,,
Body Armours,Commander's Brigandine,50,NMR,3,2,,6,,,0,,,,,,73,73,,,,,,,,3% reduced Movement Speed (Hidden),,196,196,,
Body Armours,Battle Lamellar,54,NMR,3,2,,6,,,0,,,,,,79,79,,,,,,,,3% reduced Movement Speed (Hidden),,212,212,,
Body Armours,Dragonscale Doublet,57,NMR,3,2,,6,,,0,,,,,,83,83,,,,,,,,3% reduced Movement Speed (Hidden),,223,223,,
Body Armours,Desert Brigandine,60,NMRU,3,2,,6,,,0,,,,,,96,96,,,,,,,,3% reduced Movement Speed (Hidden),,268,268,,
Body Armours,Full Dragonscale,63,NMRU,3,2,,6,,,0,,,,,,115,94,,,,,,,,3% reduced Movement Speed (Hidden),,335,266,,
Body Armours,General's Brigandine,66,NMR,3,2,,6,,,0,,,,,,103,103,,,,,,,,3% reduced Movement Speed (Hidden),,296,296,,
Body Armours,Triumphant Lamellar,69,NMRU,3,2,,6,,,0,,,,,,95,116,,,,,,,,3% reduced Movement Speed (Hidden),,271,340,,
Body Armours,Chainmail Vest,4,NMR,3,2,,6,,,0,,,,,,10,,10,,,,,,,5% reduced Movement Speed (Hidden),,19,,7,
Body Armours,Chainmail Tunic,8,NMR,3,2,,6,,,0,,,,,,16,,16,,,,,,,5% reduced Movement Speed (Hidden),,35,,11,
Body Armours,Ringmail Coat,17,NMR,3,2,,6,,,0,,,,,,28,,28,,,,,,,5% reduced Movement Speed (Hidden),,69,,21,
Body Armours,Chainmail Doublet,21,NMR,3,2,,6,,,0,,,,,,34,,34,,,,,,,5% reduced Movement Speed (Hidden),,85,,26,
Body Armours,Full Ringmail,28,NMR,3,2,,6,,,0,,,,,,43,,43,,,,,,,5% reduced Movement Speed (Hidden),,112,,33,
Body Armours,Full Chainmail,32,NMR,3,2,,6,,,0,,,,,,48,,48,,,,,,,5% reduced Movement Speed (Hidden),,127,,38,
Body Armours,Holy Chainmail,35,NMRU,3,2,,6,,,0,,,,,,53,,53,,,,,,,5% reduced Movement Speed (Hidden),,138,,41,
Body Armours,Latticed Ringmail,39,NMRU,3,2,,6,,,0,,,,,,59,,59,,,,,,,5% reduced Movement Speed (Hidden),,154,,46,
Body Armours,Crusader Chainmail,43,NMRU,3,2,,6,,,0,,,,,,64,,64,,,,,,,5% reduced Movement Speed (Hidden),,169,,50,
Body Armours,Ornate Ringmail,47,NMRU,3,2,,6,,,0,,,,,,69,,69,,,,,,,5% reduced Movement Speed (Hidden),,185,,54,
Body Armours,Chain Hauberk,51,NMR,3,2,,6,,,0,,,,,,75,,75,,,,,,,5% reduced Movement Speed (Hidden),,200,,59,
Body Armours,Devout Chainmail,55,NMR,3,2,,6,,,0,,,,,,80,,80,,,,,,,5% reduced Movement Speed (Hidden),,215,,63,
Body Armours,Loricated Ringmail,58,NMR,3,2,,6,,,0,,,,,,84,,84,,,,,,,5% reduced Movement Speed (Hidden),,232,,68,
Body Armours,Conquest Chainmail,61,NMRU,3,2,,6,,,0,,,,,,96,,96,,,,,,,5% reduced Movement Speed (Hidden),,276,,81,
Body Armours,Elegant Ringmail,64,NMRU,3,2,,6,,,0,,,,,,90,,105,,,,,,,5% reduced Movement Speed (Hidden),,269,,94,
Body Armours,Saint's Hauberk,67,NMR,3,2,,6,,,0,,,,,,109,,94,,,,,,,5% reduced Movement Speed (Hidden),,315,,78,
Body Armours,Saintly Chainmail,70,NMRU,3,2,,6,,,0,,,,,,99,,115,,,,,,,5% reduced Movement Speed (Hidden),,286,,98,
Body Armours,Padded Vest,4,NMR,3,2,,6,,,0,,,,,,,10,10,,,,,,,3% reduced Movement Speed (Hidden),,,19,7,
Body Armours,Oiled Vest,9,NMR,3,2,,6,,,0,,,,,,,17,17,,,,,,,3% reduced Movement Speed (Hidden),,,38,13,
Body Armours,Padded Jacket,18,NMR,3,2,,6,,,0,,,,,,,30,30,,,,,,,3% reduced Movement Speed (Hidden),,,73,22,
Body Armours,Oiled Coat,22,NMR,3,2,,6,,,0,,,,,,,35,35,,,,,,,3% reduced Movement Speed (Hidden),,,88,27,
Body Armours,Scarlet Raiment,28,NMR,3,2,,6,,,0,,,,,,,43,43,,,,,,,3% reduced Movement Speed (Hidden),,,112,33,
Body Armours,Waxed Garb,32,NMR,3,2,,6,,,0,,,,,,,48,48,,,,,,,3% reduced Movement Speed (Hidden),,,127,38,
Body Armours,Bone Armour,35,NMRU,3,2,,6,,,0,,,,,,,53,53,,,,,,,3% reduced Movement Speed (Hidden),,,138,41,
Body Armours,Quilted Jacket,40,NMR,3,2,,6,,,0,,,,,,,60,60,,,,,,,3% reduced Movement Speed (Hidden),,,158,47,
Body Armours,Sleek Coat,44,NMR,3,2,,6,,,0,,,,,,,65,65,,,,,,,3% reduced Movement Speed (Hidden),,,173,51,
Body Armours,Crimson Raiment,48,NMR,3,2,,6,,,0,,,,,,,71,71,,,,,,,3% reduced Movement Speed (Hidden),,,189,55,
Body Armours,Lacquered Garb,52,NMRU,3,2,,6,,,0,,,,,,,76,76,,,,,,,3% reduced Movement Speed (Hidden),,,204,60,
Body Armours,Crypt Armour,56,NMR,3,2,,6,,,0,,,,,,,82,82,,,,,,,3% reduced Movement Speed (Hidden),,,219,64,
Body Armours,Sentinel Jacket,59,NMRU,3,2,,6,,,0,,,,,,,86,86,,,,,,,3% reduced Movement Speed (Hidden),,,235,69,
Body Armours,Varnished Coat,62,NMRU,3,2,,6,,,0,,,,,,,96,96,,,,,,,3% reduced Movement Speed (Hidden),,,276,81,
Body Armours,Blood Raiment,65,NMR,3,2,,6,,,0,,,,,,,107,90,,,,,,,3% reduced Movement Speed (Hidden),,,311,75,
Body Armours,Sadist Garb,68,NMRU,3,2,,6,,,0,,,,,,,103,109,,,,,,,3% reduced Movement Speed (Hidden),,,304,95,
Body Armours,Carnal Armour,71,NMRU,3,2,,6,,,0,,,,,,,88,122,,,,,,,3% reduced Movement Speed (Hidden),+(20-25) to maximum Mana,,251,105,
Body Armours,Sacrificial Garb,72,NMR,3,2,,6,,,0,,,,,,66,66,66,,,,,,,3% reduced Movement Speed (Hidden),,234,234,69,
Boots,Iron Greaves,1,NMR,2,2,,4,,,0,,,,,,8,,,,,,,,,,,6,,,
Boots,Steel Greaves,9,NMR,2,2,,4,,,0,,,,,,21,,,,,,,,,,,28,,,
Boots,Plated Greaves,23,NMRU,2,2,,4,,,0,,,,,,44,,,,,,,,,,,67,,,
Boots,Reinforced Greaves,33,NMRU,2,2,,4,,,0,,,,,,60,,,,,,,,,,,95,,,
Boots,Antique Greaves,37,NMR,2,2,,4,,,0,,,,,,67,,,,,,,,,,,106,,,
Boots,Ancient Greaves,46,NMRU,2,2,,4,,,0,,,,,,82,,,,,,,,,,,132,,,
Boots,Goliath Greaves,54,NMRU,2,2,,4,,,0,,,,,,95,,,,,,,,,,,154,,,
Boots,Vaal Greaves,62,NMR,2,2,,4,,,0,,,,,,117,,,,,,,,,,,191,,,
Boots,Titan Greaves,68,NMRU,2,2,,4,,,0,,,,,,120,,,,,,,,,,,210,,,
Boots,Rawhide Boots,3,NMRU,2,2,,4,,,0,,,,,,,11,,,,,,,,,,,11,,
Boots,Goathide Boots,12,NMRU,2,2,,4,,,0,,,,,,,26,,,,,,,,,,,36,,
Boots,Deerskin Boots,22,NMRU,2,2,,4,,,0,,,,,,,42,,,,,,,,,,,64,,
Boots,Nubuck Boots,34,NMRU,2,2,,4,,,0,,,,,,,62,,,,,,,,,,,98,,
Boots,Eelskin Boots,39,NMR,2,2,,4,,,0,,,,,,,70,,,,,,,,,,,112,,
Boots,Sharkskin Boots,44,NMRU,2,2,,4,,,0,,,,,,,79,,,,,,,,,,,126,,
Boots,Shagreen Boots,55,NMRU,2,2,,4,,,0,,,,,,,97,,,,,,,,,,,157,,
Boots,Stealth Boots,62,NMRU,2,2,,4,,,0,,,,,,,117,,,,,,,,,,,191,,
Boots,Slink Boots,69,NMRU,2,2,,4,,,0,,,,,,,120,,,,,,,,,,,214,,
Boots,Wool Shoes,3,NMRU,2,2,,4,,,0,,,,,,,,11,,,,,,,,,,,4,
Boots,Velvet Slippers,9,NMRU,2,2,,4,,,0,,,,,,,,21,,,,,,,,,,,9,
Boots,Silk Slippers,22,NMRU,2,2,,4,,,0,,,,,,,,42,,,,,,,,,,,20,
Boots,Scholar Boots,32,NMRU,2,2,,4,,,0,,,,,,,,59,,,,,,,,,,,28,
Boots,Satin Slippers,38,NMR,2,2,,4,,,0,,,,,,,,69,,,,,,,,,,,32,
Boots,Samite Slippers,44,NMR,2,2,,4,,,0,,,,,,,,79,,,,,,,,,,,37,
Boots,Conjurer Boots,53,NMRU,2,2,,4,,,0,,,,,,,,94,,,,,,,,,,,44,
Boots,Arcanist Slippers,61,NMRU,2,2,,4,,,0,,,,,,,,119,,,,,,,,,,,59,
Boots,Sorcerer Boots,67,NMRU,2,2,,4,,,0,,,,,,,,123,,,,,,,,,,,64,
Boots,Leatherscale Boots,6,NMR,2,2,,4,,,0,,,,,,9,9,,,,,,,,,,11,11,,
Boots,Ironscale Boots,18,NMRU,2,2,,4,,,0,,,,,,19,19,,,,,,,,,,29,29,,
Boots,Bronzescale Boots,30,NMRU,2,2,,4,,,0,,,,,,30,30,,,,,,,,,,48,48,,
Boots,Steelscale Boots,36,NMR,2,2,,4,,,0,,,,,,35,35,,,,,,,,,,57,57,,
Boots,Serpentscale Boots,42,NMRU,2,2,,4,,,0,,,,,,40,40,,,,,,,,,,66,66,,
Boots,Wyrmscale Boots,51,NMR,2,2,,4,,,0,,,,,,48,48,,,,,,,,,,80,80,,
Boots,Hydrascale Boots,59,NMR,2,2,,4,,,0,,,,,,56,56,,,,,,,,,,92,92,,
Boots,Dragonscale Boots,65,NMRU,2,2,,4,,,0,,,,,,62,62,,,,,,,,,,105,105,,
Boots,Chain Boots,5,NMR,2,2,,4,,,0,,,,,,8,,8,,,,,,,,,9,,3,
Boots,Ringmail Boots,13,NMR,2,2,,4,,,0,,,,,,15,,15,,,,,,,,,22,,7,
Boots,Mesh Boots,28,NMRU,2,2,,4,,,0,,,,,,28,,28,,,,,,,,,45,,13,
Boots,Riveted Boots,36,NMRU,2,2,,4,,,0,,,,,,35,,35,,,,,,,,,57,,17,
Boots,Zealot Boots,40,NMR,2,2,,4,,,0,,,,,,38,,38,,,,,,,,,63,,19,
Boots,Soldier Boots,49,NMRU,2,2,,4,,,0,,,,,,47,,47,,,,,,,,,77,,23,
Boots,Legion Boots,58,NMRU,2,2,,4,,,0,,,,,,54,,54,,,,,,,,,91,,27,
Boots,Crusader Boots,64,NMRU,2,2,,4,,,0,,,,,,62,,62,,,,,,,,,105,,31,
Boots,Wrapped Boots,6,NMR,2,2,,4,,,0,,,,,,,9,9,,,,,,,,,,11,4,
Boots,Strapped Boots,16,NMRU,2,2,,4,,,0,,,,,,,18,18,,,,,,,,,,26,8,
Boots,Clasped Boots,27,NMRU,2,2,,4,,,0,,,,,,,27,27,,,,,,,,,,43,13,
Boots,Shackled Boots,34,NMR,2,2,,4,,,0,,,,,,,34,34,,,,,,,,,,54,16,
Boots,Trapper Boots,41,NMRU,2,2,,4,,,0,,,,,,,40,40,,,,,,,,,,65,19,
Boots,Ambush Boots,47,NMR,2,2,,4,,,0,,,,,,,45,45,,,,,,,,,,74,22,
Boots,Carnal Boots,55,NMR,2,2,,4,,,0,,,,,,,52,52,,,,,,,,,,86,25,
Boots,Assassin's Boots,63,NMR,2,2,,4,,,0,,,,,,,62,62,,,,,,,,,,105,31,
Boots,Murder Boots,69,NMRU,2,2,,4,,,0,,,,,,,82,42,,,,,,,,,,161,22,
Boots,Two-Toned Boots,72,NMR,2,2,,4,,,0,,,,,,,62,62,,,,,,,+(15-20)% to Cold and Lightning Resistances,,,109,32,
Gloves,Iron Gauntlets,1,NMRU,2,2,,4,,,0,,,,,,6,,,,,,,,,,,6,,,
Gloves,Plated Gauntlets,11,NMR,2,2,,4,,,0,,,,,,20,,,,,,,,,,,34,,,
Gloves,Bronze Gauntlets,23,NMRU,2,2,,4,,,0,,,,,,36,,,,,,,,,,,67,,,
Gloves,Steel Gauntlets,35,NMRU,2,2,,4,,,0,,,,,,52,,,,,,,,,,,101,,,
Gloves,Antique Gauntlets,39,NMR,2,2,,4,,,0,,,,,,58,,,,,,,,,,,112,,,
Gloves,Ancient Gauntlets,47,NMRU,2,2,,4,,,0,,,,,,68,,,,,,,,,,,134,,,
Gloves,Goliath Gauntlets,53,NMRU,2,2,,4,,,0,,,,,,76,,,,,,,,,,,151,,,
Gloves,Vaal Gauntlets,63,NMRU,2,2,,4,,,0,,,,,,100,,,,,,,,,,,201,,,
Gloves,Titan Gauntlets,69,NMRU,2,2,,4,,,0,,,,,,98,,,,,,,,,,,210,,,
Gloves,Spiked Gloves,73,NMR,2,2,,4,,,0,,,,,,95,,,,,,,,,(16-20)% increased Melee Damage,,191,,,
Gloves,Rawhide Gloves,3,NMR,2,2,,4,,,0,,,,,,,9,,,,,,,,,,,11,,
Gloves,Goathide Gloves,9,NMRU,2,2,,4,,,0,,,,,,,17,,,,,,,,,,,28,,
Gloves,Deerskin Gloves,21,NMRU,2,2,,4,,,0,,,,,,,33,,,,,,,,,,,62,,
Gloves,Nubuck Gloves,33,NMRU,2,2,,4,,,0,,,,,,,50,,,,,,,,,,,95,,
Gloves,Eelskin Gloves,38,NMR,2,2,,4,,,0,,,,,,,56,,,,,,,,,,,109,,
Gloves,Sharkskin Gloves,45,NMR,2,2,,4,,,0,,,,,,,66,,,,,,,,,,,129,,
Gloves,Shagreen Gloves,54,NMR,2,2,,4,,,0,,,,,,,78,,,,,,,,,,,154,,
Gloves,Stealth Gloves,62,NMR,2,2,,4,,,0,,,,,,,97,,,,,,,,,,,200,,
Gloves,Slink Gloves,70,NMR,2,2,,4,,,0,,,,,,,95,,,,,,,,,,,210,,
Gloves,Gripped Gloves,73,NMR,2,2,,4,,,0,,,,,,,95,,,,,,,,(14-18)% increased Projectile Attack Damage,,,191,,
Gloves,Wool Gloves,3,NMRU,2,2,,4,,,0,,,,,,,,9,,,,,,,,,,,4,
Gloves,Velvet Gloves,12,NMRU,2,2,,4,,,0,,,,,,,,21,,,,,,,,,,,12,
Gloves,Silk Gloves,25,NMRU,2,2,,4,,,0,,,,,,,,39,,,,,,,,,,,22,
Gloves,Embroidered Gloves,36,NMR,2,2,,4,,,0,,,,,,,,54,,,,,,,,,,,31,
Gloves,Satin Gloves,41,NMR,2,2,,4,,,0,,,,,,,,60,,,,,,,,,,,35,
Gloves,Samite Gloves,47,NMRU,2,2,,4,,,0,,,,,,,,68,,,,,,,,,,,40,
Gloves,Conjurer Gloves,55,NMRU,2,2,,4,,,0,,,,,,,,79,,,,,,,,,,,46,
Gloves,Arcanist Gloves,60,NMRU,2,2,,4,,,0,,,,,,,,95,,,,,,,,,,,56,
Gloves,Sorcerer Gloves,69,NMRU,2,2,,4,,,0,,,,,,,,97,,,,,,,,,,,61,
Gloves,Fingerless Silk Gloves,73,NMR,2,2,,4,,,0,,,,,,,,95,,,,,,,(12-16)% increased Spell Damage,,,,56,
Gloves,Fishscale Gauntlets,4,NMR,2,2,,4,,,0,,,,,,5,5,,,,,,,,,,8,8,,
Gloves,Ironscale Gauntlets,15,NMRU,2,2,,4,,,0,,,,,,14,14,,,,,,,,,,25,25,,
Gloves,Bronzescale Gauntlets,27,NMRU,2,2,,4,,,0,,,,,,22,22,,,,,,,,,,43,43,,
Gloves,Steelscale Gauntlets,36,NMRU,2,2,,4,,,0,,,,,,29,29,,,,,,,,,,57,57,,
Gloves,Serpentscale Gauntlets,43,NMRU,2,2,,4,,,0,,,,,,34,34,,,,,,,,,,68,68,,
Gloves,Wyrmscale Gauntlets,49,NMRU,2,2,,4,,,0,,,,,,38,38,,,,,,,,,,77,77,,
Gloves,Hydrascale Gauntlets,59,NMR,2,2,,4,,,0,,,,,,45,45,,,,,,,,,,92,92,,
Gloves,Dragonscale Gauntlets,67,NMRU,2,2,,4,,,0,,,,,,51,51,,,,,,,,,,105,105,,
Gloves,Chain Gloves,7,NMRU,2,2,,4,,,0,,,,,,8,,8,,,,,,,,,12,,4,
Gloves,Ringmail Gloves,19,NMR,2,2,,4,,,0,,,,,,16,,16,,,,,,,,,31,,9,
Gloves,Mesh Gloves,32,NMR,2,2,,4,,,0,,,,,,26,,26,,,,,,,,,51,,15,
Gloves,Riveted Gloves,37,NMRU,2,2,,4,,,0,,,,,,29,,29,,,,,,,,,58,,17,
Gloves,Zealot Gloves,43,NMRU,2,2,,4,,,0,,,,,,34,,34,,,,,,,,,68,,20,
Gloves,Soldier Gloves,51,NMRU,2,2,,4,,,0,,,,,,40,,40,,,,,,,,,80,,24,
Gloves,Legion Gloves,57,NMRU,2,2,,4,,,0,,,,,,44,,44,,,,,,,,,89,,26,
Gloves,Crusader Gloves,66,NMRU,2,2,,4,,,0,,,,,,51,,51,,,,,,,,,105,,31,
Gloves,Wrapped Mitts,5,NMRU,2,2,,4,,,0,,,,,,,6,6,,,,,,,,,,9,3,
Gloves,Strapped Mitts,16,NMRU,2,2,,4,,,0,,,,,,,14,14,,,,,,,,,,26,8,
Gloves,Clasped Mitts,31,NMRU,2,2,,4,,,0,,,,,,,25,25,,,,,,,,,,49,15,
Gloves,Trapper Mitts,36,NMR,2,2,,4,,,0,,,,,,,29,29,,,,,,,,,,57,17,
Gloves,Ambush Mitts,45,NMR,2,2,,4,,,0,,,,,,,35,35,,,,,,,,,,71,21,
Gloves,Carnal Mitts,50,NMRU,2,2,,4,,,0,,,,,,,39,39,,,,,,,,,,78,23,
Gloves,Assassin's Mitts,58,NMRU,2,2,,4,,,0,,,,,,,45,45,,,,,,,,,,91,27,
Gloves,Murder Mitts,67,NMRU,2,2,,4,,,0,,,,,,,51,51,,,,,,,,,,105,31,
Helmets,Iron Hat,1,NMRU,2,2,,4,,,0,,,,,,9,,,,,,,,,,,8,,,
Helmets,Cone Helmet,7,NMR,2,2,,4,,,0,,,,,,21,,,,,,,,,,,33,,,
Helmets,Barbute Helmet,18,NMR,2,2,,4,,,0,,,,,,42,,,,,,,,,,,80,,,
Helmets,Close Helmet,26,NMRU,2,2,,4,,,0,,,,,,58,,,,,,,,,,,113,,,
Helmets,Gladiator Helmet,35,NMR,2,2,,4,,,0,,,,,,75,,,,,,,,,,,151,,,
Helmets,Reaver Helmet,40,NMR,2,2,,4,,,0,,,,,,85,,,,,,,,,,,172,,,
Helmets,Siege Helmet,48,NMRU,2,2,,4,,,0,,,,,,101,,,,,,,,,,,206,,,
Helmets,Samite Helmet,55,NMRU,2,2,,4,,,0,,,,,,114,,,,,,,,,,,240,,,
Helmets,Ezomyte Burgonet,60,NMRU,2,2,,4,,,0,,,,,,138,,,,,,,,,,,301,,,
Helmets,Royal Burgonet,65,NMRU,2,2,,4,,,0,,,,,,148,,,,,,,,,,,328,,,
Helmets,Eternal Burgonet,69,NMR,2,2,,4,,,0,,,,,,138,,,,,,,,,,,324,,,
Helmets,Leather Cap,3,NMRU,2,2,,4,,,0,,,,,,,13,,,,,,,,,,,17,,
Helmets,Tricorne,10,NMRU,2,2,,4,,,0,,,,,,,27,,,,,,,,,,,46,,
Helmets,Leather Hood,20,NMRU,2,2,,4,,,0,,,,,,,46,,,,,,,,,,,88,,
Helmets,Wolf Pelt,30,NMR,2,2,,4,,,0,,,,,,,66,,,,,,,,,,,130,,
Helmets,Hunter Hood,41,NMR,2,2,,4,,,0,,,,,,,87,,,,,,,,,,,176,,
Helmets,Noble Tricorne,47,NMR,2,2,,4,,,0,,,,,,,99,,,,,,,,,,,201,,
Helmets,Ursine Pelt,55,NMRU,2,2,,4,,,0,,,,,,,114,,,,,,,,,,,240,,
Helmets,Silken Hood,60,NMRU,2,2,,4,,,0,,,,,,,138,,,,,,,,,,,301,,
Helmets,Sinner Tricorne,64,NMRU,2,2,,4,,,0,,,,,,,138,,,,,,,,,,,321,,
Helmets,Lion Pelt,70,NMRU,2,2,,4,,,0,,,,,,,150,,,,,,,,,,,331,,
Helmets,Vine Circlet,3,NMRU,2,2,,4,,,0,,,,,,,,13,,,,,,,,,,,7,
Helmets,Iron Circlet,8,NMRU,2,2,,4,,,0,,,,,,,,23,,,,,,,,,,,13,
Helmets,Torture Cage,17,NMR,2,2,,4,,,0,,,,,,,,40,,,,,,,,,,,23,
Helmets,Tribal Circlet,26,NMR,2,2,,4,,,0,,,,,,,,58,,,,,,,,,,,34,
Helmets,Bone Circlet,34,NMRU,2,2,,4,,,0,,,,,,,,73,,,,,,,,,,,44,
Helmets,Lunaris Circlet,39,NMRU,2,2,,4,,,0,,,,,,,,83,,,,,,,,,,,50,
Helmets,Steel Circlet,48,NMR,2,2,,4,,,0,,,,,,,,101,,,,,,,,,,,61,
Helmets,Necromancer Circlet,54,NMRU,2,2,,4,,,0,,,,,,,,112,,,,,,,,,,,68,
Helmets,Solaris Circlet,59,NMR,2,2,,4,,,0,,,,,,,,122,,,,,,,,,,,75,
Helmets,Mind Cage,65,NMRU,2,2,,4,,,0,,,,,,,,138,,,,,,,,,,,91,
Helmets,Hubris Circlet,69,NMRU,2,2,,4,,,0,,,,,,,,154,,,,,,,,,,,100,
Helmets,Battered Helm,4,NMR,2,2,,4,,,0,,,,,,8,8,,,,,,,,,,11,11,,
Helmets,Sallet,13,NMR,2,2,,4,,,0,,,,,,18,18,,,,,,,,,,32,32,,
Helmets,Visored Sallet,23,NMRU,2,2,,4,,,0,,,,,,28,28,,,,,,,,,,55,55,,
Helmets,Gilded Sallet,33,NMRU,2,2,,4,,,0,,,,,,38,38,,,,,,,,,,78,78,,
Helmets,Secutor Helm,36,NMRU,2,2,,4,,,0,,,,,,42,42,,,,,,,,,,85,85,,
